"","Municipio","Año","Subtipo.de.delito","ene","feb","mar","abr","may","jun","jul","ago","sep","oct","nov","dic","Total"
"1082","Chapala",2016,"Feminicidio",0,0,0,0,0,0,1,0,0,0,0,0,1
"1083","Chimaltitán",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1084","Chiquilistlán",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1085","Cihuatlán",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1086","Cocula",2016,"Feminicidio",0,1,0,0,0,0,0,0,0,0,0,0,1
"1087","Colotlán",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1088","Concepción de Buenos Aires",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1089","Cuautitlán de García Barragán",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1090","Cuautla",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1091","Cuquío",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1092","Degollado",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,1,1
"1093","Ejutla",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1094","El Arenal",2016,"Feminicidio",0,1,0,0,0,0,0,0,0,0,0,0,1
"1095","El Grullo",2016,"Feminicidio",0,1,0,0,0,0,0,0,0,0,0,0,1
"1096","El Limón",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1097","El Salto",2016,"Feminicidio",0,0,0,1,1,1,0,0,0,0,1,0,4
"1098","Encarnación de Díaz",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1099","Etzatlán",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1100","Guachinango",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1101","Guadalajara",2016,"Feminicidio",1,0,0,0,0,0,0,0,1,0,0,0,2
"1102","Gómez Farías",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1103","Hostotipaquillo",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1104","Huejuquilla el Alto",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1105","Huejúcar",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1106","Ixtlahuacán de los Membrillos",2016,"Feminicidio",0,0,1,1,0,0,0,0,0,0,0,1,3
"1107","Ixtlahuacán del Río",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1108","Jalostotitlán",2016,"Feminicidio",0,0,0,0,1,0,0,0,0,0,0,0,1
"1109","Jamay",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1110","Jesús María",2016,"Feminicidio",0,0,0,0,0,0,0,1,0,0,0,0,1
"1111","Jilotlán de los Dolores",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,1,1
"1112","Jocotepec",2016,"Feminicidio",0,0,0,0,0,0,0,0,1,0,0,0,1
"1113","Juanacatlán",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1114","Juchitlán",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1115","La Barca",2016,"Feminicidio",0,0,0,0,0,0,1,0,1,0,0,0,2
"1116","La Huerta",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1117","La Manzanilla de la Paz",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1118","Lagos de Moreno",2016,"Feminicidio",0,0,0,0,0,0,0,1,0,1,0,0,2
"1119","Magdalena",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1120","Mascota",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1121","Mazamitla",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1122","Mexticacán",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1123","Mezquitic",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,1,0,1
"1124","Mixtlán",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1125","No Especificado",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1126","Ocotlán",2016,"Feminicidio",0,0,1,0,0,0,0,0,0,0,0,1,2
"1127","Ojuelos de Jalisco",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1128","Pihuamo",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1129","Poncitlán",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1130","Puerto Vallarta",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1131","Quitupan",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1132","San Cristóbal de la Barranca",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1133","San Diego de Alejandría",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,1,0,0,1
"1134","San Gabriel",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1135","San Ignacio Cerro Gordo",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1136","San Juan de los Lagos",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1137","San Juanito de Escobedo",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1138","San Julián",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1139","San Marcos",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1140","San Martín Hidalgo",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1141","San Martín de Bolaños",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1142","San Miguel el Alto",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1143","San Pedro Tlaquepaque",2016,"Feminicidio",0,2,0,1,0,0,0,1,1,0,0,0,5
"1144","San Sebastián del Oeste",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1145","Santa María de los Ángeles",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1146","Santa María del Oro",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1147","Sayula",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1148","Tala",2016,"Feminicidio",0,0,0,1,0,0,0,0,0,0,0,0,1
"1149","Talpa de Allende",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1150","Tamazula de Gordiano",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1151","Tapalpa",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1152","Tecalitlán",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1153","Techaluta de Montenegro",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1154","Tecolotlán",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1155","Tenamaxtlán",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1156","Teocaltiche",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1157","Teocuitatlán de Corona",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1158","Tepatitlán de Morelos",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1159","Tequila",2016,"Feminicidio",0,1,1,0,0,0,0,0,0,0,0,0,2
"1160","Teuchitlán",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1161","Tizapán el Alto",2016,"Feminicidio",0,0,0,0,0,0,1,0,0,1,0,0,2
"1162","Tlajomulco de Zúñiga",2016,"Feminicidio",1,1,2,2,0,0,0,0,0,0,0,0,6
"1163","Tolimán",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1164","Tomatlán",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1165","Tonalá",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1166","Tonaya",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1167","Tonila",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1168","Totatiche",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1169","Tototlán",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1170","Tuxcacuesco",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1171","Tuxcueca",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1172","Tuxpan",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1173","Unión de San Antonio",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1174","Unión de Tula",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1175","Valle de Guadalupe",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1176","Valle de Juárez",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1177","Villa Corona",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1178","Villa Guerrero",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1179","Villa Hidalgo",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1180","Villa Purificación",2016,"Feminicidio",0,0,0,0,0,0,1,0,0,0,0,0,1
"1181","Yahualica de González Gallo",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1182","Zacoalco de Torres",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1183","Zapopan",2016,"Feminicidio",0,0,1,0,0,0,0,0,0,0,0,0,1
"1184","Zapotiltic",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1185","Zapotitlán de Vadillo",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1186","Zapotlanejo",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1187","Zapotlán del Rey",2016,"Feminicidio",0,0,0,0,0,0,0,0,1,0,0,0,1
"1188","Zapotlán el Grande",2016,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"1189","Acatic",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1190","Acatlán de Juárez",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1191","Ahualulco de Mercado",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1192","Amacueca",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1193","Amatitán",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1194","Ameca",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1195","Arandas",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1196","Atemajac de Brizuela",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1197","Atengo",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1198","Atenguillo",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1199","Atotonilco el Alto",2016,"Hostigamiento sexual",0,0,1,0,1,2,0,0,0,0,0,0,4
"1200","Atoyac",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1201","Autlán de Navarro",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1202","Ayotlán",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1203","Ayutla",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1204","Bolaños",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1205","Cabo Corrientes",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1206","Casimiro Castillo",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1207","Cañadas de Obregón",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1208","Chapala",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1209","Chimaltitán",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1210","Chiquilistlán",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1211","Cihuatlán",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1212","Cocula",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1213","Colotlán",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1214","Concepción de Buenos Aires",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1215","Cuautitlán de García Barragán",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1216","Cuautla",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1217","Cuquío",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1218","Degollado",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1219","Ejutla",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1220","El Arenal",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1221","El Grullo",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1222","El Limón",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1223","El Salto",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,1,0,1
"1224","Encarnación de Díaz",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1225","Etzatlán",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1226","Guachinango",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1227","Guadalajara",2016,"Hostigamiento sexual",0,0,0,0,0,13,5,6,5,12,3,3,47
"1228","Gómez Farías",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1229","Hostotipaquillo",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1230","Huejuquilla el Alto",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1231","Huejúcar",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1232","Ixtlahuacán de los Membrillos",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1233","Ixtlahuacán del Río",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1234","Jalostotitlán",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1235","Jamay",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1236","Jesús María",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1237","Jilotlán de los Dolores",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1238","Jocotepec",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1239","Juanacatlán",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1240","Juchitlán",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1241","La Barca",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1242","La Huerta",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1243","La Manzanilla de la Paz",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1244","Lagos de Moreno",2016,"Hostigamiento sexual",0,0,0,0,1,0,0,0,0,0,0,0,1
"1245","Magdalena",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1246","Mascota",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1247","Mazamitla",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,1,0,0,0,1
"1248","Mexticacán",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1249","Mezquitic",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1250","Mixtlán",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1251","No Especificado",2016,"Hostigamiento sexual",0,0,0,0,0,1,3,3,4,0,1,1,13
"1252","Ocotlán",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1253","Ojuelos de Jalisco",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1254","Pihuamo",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1255","Poncitlán",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1256","Puerto Vallarta",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1257","Quitupan",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1258","San Cristóbal de la Barranca",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1259","San Diego de Alejandría",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1260","San Gabriel",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1261","San Ignacio Cerro Gordo",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1262","San Juan de los Lagos",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1263","San Juanito de Escobedo",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1264","San Julián",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1265","San Marcos",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1266","San Martín Hidalgo",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1267","San Martín de Bolaños",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1268","San Miguel el Alto",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1269","San Pedro Tlaquepaque",2016,"Hostigamiento sexual",0,0,0,0,0,0,1,3,2,2,0,1,9
"1270","San Sebastián del Oeste",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1271","Santa María de los Ángeles",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1272","Santa María del Oro",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1273","Sayula",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1274","Tala",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1275","Talpa de Allende",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1276","Tamazula de Gordiano",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1277","Tapalpa",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1278","Tecalitlán",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1279","Techaluta de Montenegro",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1280","Tecolotlán",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1281","Tenamaxtlán",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1282","Teocaltiche",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1283","Teocuitatlán de Corona",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1284","Tepatitlán de Morelos",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1285","Tequila",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1286","Teuchitlán",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1287","Tizapán el Alto",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1288","Tlajomulco de Zúñiga",2016,"Hostigamiento sexual",0,0,0,0,0,1,2,0,1,0,1,0,5
"1289","Tolimán",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1290","Tomatlán",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1291","Tonalá",2016,"Hostigamiento sexual",0,0,0,0,0,1,2,0,0,1,0,3,7
"1292","Tonaya",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1293","Tonila",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1294","Totatiche",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1295","Tototlán",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1296","Tuxcacuesco",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1297","Tuxcueca",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1298","Tuxpan",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1299","Unión de San Antonio",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1300","Unión de Tula",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1301","Valle de Guadalupe",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1302","Valle de Juárez",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1303","Villa Corona",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1304","Villa Guerrero",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1305","Villa Hidalgo",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1306","Villa Purificación",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1307","Yahualica de González Gallo",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1308","Zacoalco de Torres",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,1,1
"1309","Zapopan",2016,"Hostigamiento sexual",1,0,0,0,0,4,4,7,4,4,2,3,29
"1310","Zapotiltic",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1311","Zapotitlán de Vadillo",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1312","Zapotlanejo",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1313","Zapotlán del Rey",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"1314","Zapotlán el Grande",2016,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,1,0,0,1
"1315","Acatic",2016,"Violación",0,0,0,0,0,0,0,1,0,0,0,0,1
"1316","Acatlán de Juárez",2016,"Violación",0,0,0,0,0,0,0,1,0,0,0,1,2
"1317","Ahualulco de Mercado",2016,"Violación",0,0,0,0,0,0,0,0,0,0,1,0,1
"1318","Amacueca",2016,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"1319","Amatitán",2016,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"1320","Ameca",2016,"Violación",0,0,0,1,0,1,0,0,0,0,0,1,3
"1321","Arandas",2016,"Violación",0,0,0,1,0,0,0,0,0,0,0,0,1
"1322","Atemajac de Brizuela",2016,"Violación",0,0,0,0,0,1,0,0,0,0,0,0,1
"1323","Atengo",2016,"Violación",0,0,0,1,0,0,0,0,0,0,0,0,1
"1324","Atenguillo",2016,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"1325","Atotonilco el Alto",2016,"Violación",1,0,0,0,1,0,0,0,0,1,0,1,4
"1326","Atoyac",2016,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"1327","Autlán de Navarro",2016,"Violación",1,1,1,0,1,0,0,0,2,0,0,1,7
"1328","Ayotlán",2016,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"1329","Ayutla",2016,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"1330","Bolaños",2016,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"1331","Cabo Corrientes",2016,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"1332","Casimiro Castillo",2016,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"1333","Cañadas de Obregón",2016,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"1334","Chapala",2016,"Violación",0,0,0,0,1,1,1,0,2,0,0,0,5
"1335","Chimaltitán",2016,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"1336","Chiquilistlán",2016,"Violación",0,0,0,0,0,0,0,1,0,0,0,0,1
"1337","Cihuatlán",2016,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"1338","Cocula",2016,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"1339","Colotlán",2016,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"1340","Concepción de Buenos Aires",2016,"Violación",1,0,0,0,0,0,0,0,0,0,0,0,1
"1341","Cuautitlán de García Barragán",2016,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"1342","Cuautla",2016,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"1343","Cuquío",2016,"Violación",0,0,0,1,0,0,0,0,0,0,0,0,1
"1344","Degollado",2016,"Violación",0,0,0,0,0,0,1,0,0,0,0,0,1
"1345","Ejutla",2016,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"1346","El Arenal",2016,"Violación",0,0,0,0,0,0,0,0,0,0,1,1,2
"1347","El Grullo",2016,"Violación",0,0,0,0,1,0,0,0,0,0,0,0,1
"1348","El Limón",2016,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"1349","El Salto",2016,"Violación",0,0,2,0,0,2,6,2,2,0,3,1,18
"1350","Encarnación de Díaz",2016,"Violación",0,0,0,1,0,0,0,0,0,0,0,0,1
"1351","Etzatlán",2016,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"1352","Guachinango",2016,"Violación",0,0,1,0,0,0,0,0,0,0,0,0,1
"1353","Guadalajara",2016,"Violación",6,6,10,10,9,6,6,3,8,10,5,9,88
"1354","Gómez Farías",2016,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"1355","Hostotipaquillo",2016,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
